Fecha;Carguio;Camión;Flota;Material;Origen;Zona;Destino;Tonelaje;Ciclos;Rajo
06-06-2023;CF2;C12;CAT 797 B;Lastre Sulfurado;ESP/F07/2120/727;FASE 7;BOT_2380_INT;346,4039917;1;ESPERANZA
06-06-2023;CF2;C15;CAT 797 B;Lastre Sulfurado;ESP/F07/2120/727;FASE 7;BOT_2380_INT;346,4039917;1;ESPERANZA
06-06-2023;CF2;C19;CAT 797 F;Lastre Sulfurado;ESP/F07/2120/727;FASE 7;BOT_2380_INT;346,4039917;1;ESPERANZA
06-06-2023;CF2;C21;CAT 797 F;Lastre Sulfurado;ESP/F07/2120/727;FASE 7;BOT_2380_INT;346,4039917;1;ESPERANZA
06-06-2023;CF2;C23;CAT 797 F;Lastre Sulfurado;ESP/F07/2120/727;FASE 7;BOT_2380_INT;346,4039917;1;ESPERANZA
06-06-2023;CF2;C41;CAT 797 F;Lastre Sulfurado;ESP/F07/2120/727;FASE 7;BOT_2380_INT;346,4039917;1;ESPERANZA
06-06-2023;CF2;C42;CAT 797 F;Lastre Sulfurado;ESP/F07/2120/727;FASE 7;BOT_2380_INT;346,4039917;1;ESPERANZA
06-06-2023;CF2;C52;KOM 930 E;Lastre Sulfurado;ESP/F07/2120/727;FASE 7;BOT_2380_INT;291;1;ESPERANZA
06-06-2023;CF2;C54;KOM 930 E;Lastre Sulfurado;ESP/F07/2120/727;FASE 7;BOT_2380_INT;291;1;ESPERANZA
06-06-2023;CF232;C121;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;3030,112976;14;TESORO
06-06-2023;CF232;C122;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;216,4360046;1;TESORO
06-06-2023;CF232;C130;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;4112,294952;19;TESORO
06-06-2023;CF232;C131;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;865,7459717;4;TESORO
06-06-2023;CF232;C153;CAT 793 F;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;216,4360046;1;TESORO
06-06-2023;CF232;C161;CAT 793 F;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;2164,365021;10;TESORO
06-06-2023;CF233;C128;CAT 793 C;Lastre Oxidado;ESP/F10/2328/125;FASE 10;BOT_RAMPA_SUPERIOR;216,4360046;1;ESPERANZA
06-06-2023;CF233;C135;CAT 793 C;Lastre Oxidado;ESP/F10/2328/125;FASE 10;BOT_RAMPA_SUPERIOR;216,4360046;1;ESPERANZA
06-06-2023;CF234;C121;CAT 793 C;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;3030,112976;14;TESORO
06-06-2023;CF234;C122;CAT 793 C;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;649,309021;3;TESORO
06-06-2023;CF234;C123;CAT 793 C;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;9956,063873;46;TESORO
06-06-2023;CF234;C125;CAT 793 C;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;216,4360046;1;TESORO
06-06-2023;CF234;C130;CAT 793 C;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;4112,291046;19;TESORO
06-06-2023;CF234;C131;CAT 793 C;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;216,4360046;1;TESORO
06-06-2023;CF234;C151;CAT 793 F;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;649,309021;3;TESORO
06-06-2023;CF234;C153;CAT 793 F;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;1082,180054;5;TESORO
06-06-2023;CF234;C162;CAT 793 F;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;649,3089905;3;TESORO
06-06-2023;CF234;C163;CAT 793 F;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;4545,158936;21;TESORO
