Fecha;Carguio;Camión;Flota;Material;Origen;Zona;Destino;Tonelaje;Ciclos;Rajo
25-06-2023;CF2;C08;CAT 797 B;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;346,4039917;1;ESPERANZA
25-06-2023;CF2;C09;CAT 797 B;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;1039,211975;3;ESPERANZA
25-06-2023;CF2;C09;CAT 797 B;Sulfuro de Media;ESP/F08/1768/R800;FASE 8;STOCK_SME;346,4039917;1;ESPERANZA
25-06-2023;CF2;C12;CAT 797 B;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;346,4039917;1;ESPERANZA
25-06-2023;CF2;C128;CAT 793 C;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;216,4360046;1;ESPERANZA
25-06-2023;CF2;C129;CAT 793 C;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;216,4360046;1;ESPERANZA
25-06-2023;CF2;C132;CAT 793 C;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;216,4360046;1;ESPERANZA
25-06-2023;CF2;C15;CAT 797 B;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;1385,613953;4;ESPERANZA
25-06-2023;CF2;C15;CAT 797 B;Sulfuro de Media;ESP/F08/1768/R800;FASE 8;STOCK_SME;346,4039917;1;ESPERANZA
25-06-2023;CF2;C151;CAT 793 F;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;216,4360046;1;ESPERANZA
25-06-2023;CF2;C151;CAT 793 F;Sulfuro de Media;ESP/F08/1768/R800;FASE 8;STOCK_SME;216,4360046;1;ESPERANZA
25-06-2023;CF2;C152;CAT 793 F;Sulfuro de Media;ESP/F08/1768/R800;FASE 8;STOCK_SME;216,4360046;1;ESPERANZA
25-06-2023;CF2;C153;CAT 793 F;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;216,4360046;1;ESPERANZA
25-06-2023;CF2;C156;CAT 793 F;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;432,8729858;2;ESPERANZA
25-06-2023;CF2;C156;CAT 793 F;Sulfuro de Media;ESP/F08/1768/R800;FASE 8;STOCK_SME;216,4360046;1;ESPERANZA
25-06-2023;CF2;C159;CAT 793 F;Sulfuro de Media;ESP/F08/1768/R800;FASE 8;STOCK_SME;216,4360046;1;ESPERANZA
25-06-2023;CF2;C160;CAT 793 F;Sulfuro de Media;ESP/F08/1768/R800;FASE 8;STOCK_SME;216,4360046;1;ESPERANZA
25-06-2023;CF2;C162;CAT 793 F;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;216,4360046;1;ESPERANZA
25-06-2023;CF2;C162;CAT 793 F;Sulfuro de Media;ESP/F08/1768/R800;FASE 8;STOCK_SME;432,8720093;2;ESPERANZA
25-06-2023;CF2;C163;CAT 793 F;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;432,8729858;2;ESPERANZA
25-06-2023;CF2;C164;CAT 793 F;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;216,4360046;1;ESPERANZA
25-06-2023;CF2;C17;CAT 797 F;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;346,4039917;1;ESPERANZA
25-06-2023;CF2;C18;CAT 797 F;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;692,8079834;2;ESPERANZA
25-06-2023;CF2;C18;CAT 797 F;Sulfuro de Media;ESP/F08/1768/R800;FASE 8;STOCK_SME;692,8079834;2;ESPERANZA
25-06-2023;CF2;C19;CAT 797 F;Sulfuro Baja Ley;ESP/F08/1768/R800;FASE 8;STOCK_SBL1;346,4039917;1;ESPERANZA
