Fecha;Carguio;Camión;Flota;Material;Origen;Zona;Destino;Tonelaje;Ciclos;Rajo
10-06-2023;CF2;C07;CAT 797 B;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;1039,209961;3;ESPERANZA
10-06-2023;CF2;C08;CAT 797 B;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;7967,290039;23;ESPERANZA
10-06-2023;CF2;C12;CAT 797 B;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;7620,888062;22;ESPERANZA
10-06-2023;CF2;C122;CAT 793 C;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;STOCK_SPL_DIN;216,9600067;1;ESPERANZA
10-06-2023;CF2;C13;CAT 797 B;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;346,4039917;1;ESPERANZA
10-06-2023;CF2;C14;CAT 797 B;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;5542,463928;16;ESPERANZA
10-06-2023;CF2;C153;CAT 793 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;650,8809814;3;ESPERANZA
10-06-2023;CF2;C155;CAT 793 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;216,9600067;1;ESPERANZA
10-06-2023;CF2;C23;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;2424,825928;7;ESPERANZA
10-06-2023;CF2;C24;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;1385,615967;4;ESPERANZA
10-06-2023;CF2;C36;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;3464,040039;10;ESPERANZA
10-06-2023;CF2;C42;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;1385,615967;4;ESPERANZA
10-06-2023;CF2;C48;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;2424,829956;7;ESPERANZA
10-06-2023;CF2;C50;KOM 930 E;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;582;2;ESPERANZA
10-06-2023;CF2;C53;KOM 930 E;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;873;3;ESPERANZA
10-06-2023;CF2;C55;KOM 930 E;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;291;1;ESPERANZA
10-06-2023;CF2;C56;KOM 930 E;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;291;1;ESPERANZA
10-06-2023;CF2;C60;KOM 930 E;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;582;2;ESPERANZA
10-06-2023;CF2;C60;KOM 930 E;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;STOCK_SPL_DIN;291;1;ESPERANZA
10-06-2023;CF203;C159;CAT 793 F;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;649,3089905;3;TESORO
10-06-2023;CF231;C122;CAT 793 C;Lastre Oxidado;ESP/F10/2328/130;FASE 10;BOT_CENTRAL_SUR_INF;649,3089905;3;ESPERANZA
10-06-2023;CF231;C125;CAT 793 C;Lastre Oxidado;ESP/F10/2328/130;FASE 10;BOT_CENTRAL_SUR_INF;1298,618958;6;ESPERANZA
10-06-2023;CF231;C128;CAT 793 C;Lastre Oxidado;ESP/F10/2328/130;FASE 10;BOT_CENTRAL_SUR_INF;1298,619995;6;ESPERANZA
10-06-2023;CF231;C130;CAT 793 C;Lastre Oxidado;ESP/F10/2328/130;FASE 10;BOT_CENTRAL_SUR_INF;865,7459717;4;ESPERANZA
10-06-2023;CF231;C131;CAT 793 C;Lastre Oxidado;ESP/F10/2328/130;FASE 10;BOT_CENTRAL_SUR_INF;649,309021;3;ESPERANZA
10-06-2023;CF231;C132;CAT 793 C;Lastre Oxidado;ESP/F10/2328/130;FASE 10;BOT_CENTRAL_SUR_INF;865,7459717;4;ESPERANZA
