Fecha;Carguio;Camión;Flota;Material;Origen;Zona;Destino;Tonelaje;Ciclos;Rajo
29-06-2023;CF2;C125;CAT 793 C;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;432,8729858;2;ESPERANZA
29-06-2023;CF2;C128;CAT 793 C;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;649,309021;3;ESPERANZA
29-06-2023;CF2;C131;CAT 793 C;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;432,8729858;2;ESPERANZA
29-06-2023;CF2;C134;CAT 793 C;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;216,4360046;1;ESPERANZA
29-06-2023;CF2;C135;CAT 793 C;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;432,8720093;2;ESPERANZA
29-06-2023;CF2;C151;CAT 793 F;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK_SPL_DIN;216,4360046;1;ESPERANZA
29-06-2023;CF2;C156;CAT 793 F;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;1082,180054;5;ESPERANZA
29-06-2023;CF2;C159;CAT 793 F;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;865,7459717;4;ESPERANZA
29-06-2023;CF2;C161;CAT 793 F;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;1298,619995;6;ESPERANZA
29-06-2023;CF2;C162;CAT 793 F;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;432,8729858;2;ESPERANZA
29-06-2023;CF2;C162;CAT 793 F;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK_SPL_DIN;216,4360046;1;ESPERANZA
29-06-2023;CF2;C163;CAT 793 F;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;216,4360046;1;ESPERANZA
29-06-2023;CF2;C49;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;582;2;ESPERANZA
29-06-2023;CF2;C49;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK_SPL_DIN;291;1;ESPERANZA
29-06-2023;CF2;C50;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;582;2;ESPERANZA
29-06-2023;CF2;C50;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK_SPL_DIN;291;1;ESPERANZA
29-06-2023;CF2;C51;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;582;2;ESPERANZA
29-06-2023;CF2;C51;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK_SPL_DIN;291;1;ESPERANZA
29-06-2023;CF2;C52;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;873;3;ESPERANZA
29-06-2023;CF2;C52;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK-FIERROS;291;1;ESPERANZA
29-06-2023;CF2;C53;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;582;2;ESPERANZA
29-06-2023;CF2;C53;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK_SPL_DIN;291;1;ESPERANZA
29-06-2023;CF2;C53;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK-FIERROS;291;1;ESPERANZA
29-06-2023;CF2;C54;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;291;1;ESPERANZA
29-06-2023;CF2;C54;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK_SPL_DIN;291;1;ESPERANZA
29-06-2023;CF2;C55;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;291;1;ESPERANZA
29-06-2023;CF2;C55;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK-FIERROS;291;1;ESPERANZA
29-06-2023;CF2;C56;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;873;3;ESPERANZA
29-06-2023;CF2;C56;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK_SPL_DIN;291;1;ESPERANZA
29-06-2023;CF2;C57;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;CHANCADO-SULFURO;582;2;ESPERANZA
29-06-2023;CF2;C58;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK_SPL_DIN;291;1;ESPERANZA
29-06-2023;CF2;C58;KOM 930 E;Sulfuro Planta;ESP/F08/1768/R800;FASE 8;STOCK-FIERROS;291;1;ESPERANZA
