Fecha;Carguio;Cami¢n;Flota;Material;Origen;Zona;Destino;Tonelaje;Ciclos;Rajo
16-12-2022;PA3;C54;KOM 930 E;Lastre Sulfurado;ESP/F08/1848/832;FASE 8;BOT_RAMPA_SUPERIOR;288,8269958;1;ESPERANZA
16-12-2022;PA3;C54;KOM 930 E;Sulfuro Baja Ley;ESP/F08/1832/820;FASE 8;CHANCADO-SULFURO;288,8269958;1;ESPERANZA
16-12-2022;PA3;C55;KOM 930 E;Lastre Sulfurado;ESP/F08/1848/832;FASE 8;BOT_RAMPA_SUPERIOR;1155,307983;4;ESPERANZA
16-12-2022;PA3;C55;KOM 930 E;Sulfuro Baja Ley;ESP/F08/1832/8160;FASE 8;STOCK_SBL1;288,8269958;1;ESPERANZA
16-12-2022;PA3;C55;KOM 930 E;Sulfuro Baja Ley;ESP/F08/1832/820;FASE 8;CHANCADO-SULFURO;288,8269958;1;ESPERANZA
16-12-2022;PA3;C55;KOM 930 E;Sulfuro Baja Ley;ESP/F08/1832/820;FASE 8;STOCK_SBL1;288,8269958;1;ESPERANZA
16-12-2022;PA3;C57;KOM 930 E;Lastre Sulfurado;ESP/F08/1848/832;FASE 8;BOT_RAMPA_SUPERIOR;1444,134979;5;ESPERANZA
16-12-2022;PA3;C58;KOM 930 E;Lastre Sulfurado;ESP/F08/1848/832;FASE 8;BOT_RAMPA_SUPERIOR;2599,445068;9;ESPERANZA
16-12-2022;PA3;C58;KOM 930 E;Sulfuro Baja Ley;ESP/F08/1832/820;FASE 8;STOCK_SBL1;577,6539917;2;ESPERANZA
16-12-2022;PA3;C59;KOM 930 E;Sulfuro Baja Ley;ESP/F08/1832/820;FASE 8;STOCK_SBL1;288,8269958;1;ESPERANZA
16-12-2022;PA3;C61;KOM 930 E;Sulfuro Baja Ley;ESP/F08/1832/8160;FASE 8;CHANCADO-SULFURO;577,6539917;2;ESPERANZA
16-12-2022;PA3;C61;KOM 930 E;Sulfuro Baja Ley;ESP/F08/1832/820;FASE 8;CHANCADO-SULFURO;288,8269958;1;ESPERANZA
16-12-2022;PA3;C61;KOM 930 E;Sulfuro Baja Ley;ESP/F08/1832/820;FASE 8;STOCK_SBL1;288,8269958;1;ESPERANZA
16-12-2022;PA7;C07;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;349,5490112;1;ESPERANZA
16-12-2022;PA7;C07;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;349,5490112;1;ESPERANZA
16-12-2022;PA7;C08;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1048,647034;3;ESPERANZA
16-12-2022;PA7;C09;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;699,0980225;2;ESPERANZA
16-12-2022;PA7;C10;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;349,5490112;1;ESPERANZA
16-12-2022;PA7;C11;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;699,0980225;2;ESPERANZA
16-12-2022;PA7;C12;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;349,5490112;1;ESPERANZA
16-12-2022;PA7;C123;CAT 793 C;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;858,0970001;4;ESPERANZA
16-12-2022;PA7;C128;CAT 793 C;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;2574,292053;12;ESPERANZA
16-12-2022;PA7;C128;CAT 793 C;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;429,0480042;2;ESPERANZA
16-12-2022;PA7;C129;CAT 793 C;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;3003,34198;14;ESPERANZA
16-12-2022;PA7;C129;CAT 793 C;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;429,0490112;2;ESPERANZA
16-12-2022;PA7;C13;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;2097,297974;6;ESPERANZA
16-12-2022;PA7;C13;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1048,650024;3;ESPERANZA
16-12-2022;PA7;C135;CAT 793 C;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;1072,620987;5;ESPERANZA
16-12-2022;PA7;C14;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;699,0980225;2;ESPERANZA
16-12-2022;PA7;C15;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;349,5490112;1;ESPERANZA
16-12-2022;PA7;C152;CAT 793 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;2359,768982;11;ESPERANZA
16-12-2022;PA7;C152;CAT 793 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;214,5240021;1;ESPERANZA
16-12-2022;PA7;C156;CAT 793 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;214,5240021;1;ESPERANZA
16-12-2022;PA7;C156;CAT 793 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1287,143997;6;ESPERANZA
16-12-2022;PA7;C16;CAT 797 B;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;699,0980225;2;ESPERANZA
16-12-2022;PA7;C162;CAT 793 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;858,0970001;4;ESPERANZA
16-12-2022;PA7;C18;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;699,0980225;2;ESPERANZA
16-12-2022;PA7;C19;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;349,5490112;1;ESPERANZA
16-12-2022;PA7;C20;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;349,5490112;1;ESPERANZA
16-12-2022;PA7;C20;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;699,0980225;2;ESPERANZA
16-12-2022;PA7;C21;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;349,5490112;1;ESPERANZA
16-12-2022;PA7;C212;KOM 980 ESP;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;6705,714111;19;ESPERANZA
16-12-2022;PA7;C212;KOM 980 ESP;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;2823,454102;8;ESPERANZA
16-12-2022;PA7;C213;KOM 980 ESP;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;6352,77417;18;ESPERANZA
16-12-2022;PA7;C213;KOM 980 ESP;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;3882,248047;11;ESPERANZA
16-12-2022;PA7;C214;KOM 980 ESP;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;2470,522095;7;ESPERANZA
16-12-2022;PA7;C214;KOM 980 ESP;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1764,660034;5;ESPERANZA
16-12-2022;PA7;C215;KOM 980 ESP;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;6352,782104;18;ESPERANZA
16-12-2022;PA7;C215;KOM 980 ESP;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1764,664063;5;ESPERANZA
16-12-2022;PA7;C22;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;2097,299011;6;ESPERANZA
16-12-2022;PA7;C22;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;699,0980225;2;ESPERANZA
16-12-2022;PA7;C23;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;1048,650024;3;ESPERANZA
16-12-2022;PA7;C23;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;699,0980225;2;ESPERANZA
16-12-2022;PA7;C25;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;349,5490112;1;ESPERANZA
16-12-2022;PA7;C32;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;699,0980225;2;ESPERANZA
16-12-2022;PA7;C36;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;699,0980225;2;ESPERANZA
16-12-2022;PA7;C36;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;349,5490112;1;ESPERANZA
16-12-2022;PA7;C37;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;1048,647034;3;ESPERANZA
16-12-2022;PA7;C37;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1398,199036;4;ESPERANZA
16-12-2022;PA7;C38;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;1048,647034;3;ESPERANZA
16-12-2022;PA7;C38;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1048,647034;3;ESPERANZA
16-12-2022;PA7;C39;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_CENTRAL_SUR_SUP;349,5490112;1;ESPERANZA
16-12-2022;PA7;C39;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;1398,199951;4;ESPERANZA
16-12-2022;PA7;C39;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;2097,297058;6;ESPERANZA
16-12-2022;PA7;C41;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;2097,299011;6;ESPERANZA
16-12-2022;PA7;C41;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;3145,940063;9;ESPERANZA
16-12-2022;PA7;C42;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1048,650024;3;ESPERANZA
16-12-2022;PA7;C44;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;699,0980225;2;ESPERANZA
16-12-2022;PA7;C45;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;1747,745056;5;ESPERANZA
16-12-2022;PA7;C45;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;349,5490112;1;ESPERANZA
16-12-2022;PA7;C46;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;349,5490112;1;ESPERANZA
16-12-2022;PA7;C46;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1048,647034;3;ESPERANZA
16-12-2022;PA7;C47;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;699,0980225;2;ESPERANZA
16-12-2022;PA7;C47;CAT 797 F;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1747,748047;5;ESPERANZA
16-12-2022;PA7;C49;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;2881,012939;10;ESPERANZA
16-12-2022;PA7;C49;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1728,609985;6;ESPERANZA
16-12-2022;PA7;C50;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;1728,606018;6;ESPERANZA
16-12-2022;PA7;C50;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;2016,709961;7;ESPERANZA
16-12-2022;PA7;C51;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;2304,80304;8;ESPERANZA
16-12-2022;PA7;C51;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;864,3029785;3;ESPERANZA
16-12-2022;PA7;C52;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;3745,313049;13;ESPERANZA
16-12-2022;PA7;C52;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;576,2020264;2;ESPERANZA
16-12-2022;PA7;C53;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;864,3029785;3;ESPERANZA
16-12-2022;PA7;C53;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1152,400024;4;ESPERANZA
16-12-2022;PA7;C54;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;1440,505066;5;ESPERANZA
16-12-2022;PA7;C54;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1152,404053;4;ESPERANZA
16-12-2022;PA7;C56;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1440,5;5;ESPERANZA
16-12-2022;PA7;C57;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;288,1010132;1;ESPERANZA
16-12-2022;PA7;C58;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;576,2020264;2;ESPERANZA
16-12-2022;PA7;C59;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_PLATAFORMA;2592,901062;9;ESPERANZA
16-12-2022;PA7;C59;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;288,1010132;1;ESPERANZA
16-12-2022;PA7;C60;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;1152,400024;4;ESPERANZA
16-12-2022;PA7;C61;KOM 930 E;Lastre Oxidado;ESP/F07/2168/718;FASE 7;BOT_RAMPA_SUPERIOR;864,3030396;3;ESPERANZA
16-12-2022;PA9;C07;CAT 797 B;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C08;CAT 797 B;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C09;CAT 797 B;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;CHANCADO-SULFURO;1392,280975;4;ESPERANZA
16-12-2022;PA9;C09;CAT 797 B;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C11;CAT 797 B;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;696,1420288;2;ESPERANZA
16-12-2022;PA9;C12;CAT 797 B;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;CHANCADO-SULFURO;696,1420288;2;ESPERANZA
16-12-2022;PA9;C16;CAT 797 B;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;1392,286011;4;ESPERANZA
16-12-2022;PA9;C17;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;2088,419922;6;ESPERANZA
16-12-2022;PA9;C18;CAT 797 F;Sulfuro Planta;ESP/F08/1832/8160;FASE 8;STOCK_SPL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C20;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;696,1430054;2;ESPERANZA
16-12-2022;PA9;C21;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C23;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;CHANCADO-SULFURO;696,1430054;2;ESPERANZA
16-12-2022;PA9;C23;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C25;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C25;CAT 797 F;Sulfuro Planta;ESP/F08/1832/8160;FASE 8;STOCK_SPL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C32;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;696,1420288;2;ESPERANZA
16-12-2022;PA9;C34;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;696,1420288;2;ESPERANZA
16-12-2022;PA9;C34;CAT 797 F;Sulfuro Planta;ESP/F08/1832/8160;FASE 8;STOCK_SPL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C36;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;696,1430054;2;ESPERANZA
16-12-2022;PA9;C37;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;CHANCADO-SULFURO;348,0710144;1;ESPERANZA
16-12-2022;PA9;C39;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;CHANCADO-SULFURO;348,0710144;1;ESPERANZA
16-12-2022;PA9;C39;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C40;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;CHANCADO-SULFURO;348,0710144;1;ESPERANZA
16-12-2022;PA9;C40;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C41;CAT 797 F;Sulfuro Planta;ESP/F08/1832/8160;FASE 8;STOCK_SPL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C42;CAT 797 F;Sulfuro Planta;ESP/F08/1832/8160;FASE 8;STOCK_SPL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C44;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;CHANCADO-SULFURO;348,0710144;1;ESPERANZA
16-12-2022;PA9;C44;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C46;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;348,0710144;1;ESPERANZA
16-12-2022;PA9;C48;CAT 797 F;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;696,1430054;2;ESPERANZA
16-12-2022;PA9;C49;KOM 930 E;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;288,8269958;1;ESPERANZA
16-12-2022;PA9;C53;KOM 930 E;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;288,8269958;1;ESPERANZA
16-12-2022;PA9;C54;KOM 930 E;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;866,4809875;3;ESPERANZA
16-12-2022;PA9;C55;KOM 930 E;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;288,8269958;1;ESPERANZA
16-12-2022;PA9;C57;KOM 930 E;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;288,8269958;1;ESPERANZA
16-12-2022;PA9;C58;KOM 930 E;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;577,6539917;2;ESPERANZA
16-12-2022;PA9;C60;KOM 930 E;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;CHANCADO-SULFURO;577,6539917;2;ESPERANZA
16-12-2022;PA9;C60;KOM 930 E;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;577,6539917;2;ESPERANZA
16-12-2022;PA9;C60;KOM 930 E;Sulfuro Planta;ESP/F08/1832/8160;FASE 8;STOCK_SPL_DIN;288,8269958;1;ESPERANZA
16-12-2022;PA9;C61;KOM 930 E;Sulfuro de Alta Ley;ESP/F08/1832/8161;FASE 8;STOCK_SAL_DIN;288,8269958;1;ESPERANZA
17-12-2022;CF2;C07;CAT 797 B;Sulfuro de Media;ESP/F08/1816/803;FASE 8;CHANCADO-SULFURO;348,0710144;1;ESPERANZA
17-12-2022;CF2;C10;CAT 797 B;Sulfuro de Media;ESP/F08/1816/803;FASE 8;CHANCADO-SULFURO;348,0710144;1;ESPERANZA
17-12-2022;CF2;C128;CAT 793 C;Lastre Oxidado;ESP/F07/2168/7062;FASE 7;BOT_INT_RB;214,5240021;1;ESPERANZA
17-12-2022;CF2;C129;CAT 793 C;Lastre Oxidado;ESP/F07/2168/7062;FASE 7;BOT_2380_INT;214,5240021;1;ESPERANZA
17-12-2022;CF2;C129;CAT 793 C;Lastre Oxidado;ESP/F07/2168/7062;FASE 7;BOT_INT_RB;214,5240021;1;ESPERANZA
17-12-2022;CF2;C129;CAT 793 C;Lastre Oxidado;ESP/F07/2168/716;FASE 7;BOT_2380_INT;858,0969849;4;ESPERANZA
17-12-2022;CF2;C129;CAT 793 C;Lastre Sulfurado;ESP/F07/2168/701;FASE 7;BOT_2380_INT;643,572998;3;ESPERANZA
17-12-2022;CF2;C129;CAT 793 C;Lastre Sulfurado;ESP/F07/2168/701;FASE 7;BOT_INT_CORTO;214,5240021;1;ESPERANZA
17-12-2022;CF2;C129;CAT 793 C;Lastre Sulfurado;ESP/F07/2168/701;FASE 7;BOT_PLATAFORMA;1072,619995;5;ESPERANZA
17-12-2022;CF2;C15;CAT 797 B;Lastre Oxidado;ESP/F07/2168/7062;FASE 7;BOT_INT_RB;1048,650024;3;ESPERANZA
17-12-2022;CF2;C15;CAT 797 B;Lastre Oxidado;ESP/F07/2168/7062;FASE 7;BOT_PLATAFORMA;349,5490112;1;ESPERANZA
17-12-2022;CF2;C152;CAT 793 F;Lastre Oxidado;ESP/F07/2168/7062;FASE 7;BOT_INT_RB;858,0969849;4;ESPERANZA
17-12-2022;CF2;C152;CAT 793 F;Lastre Oxidado;ESP/F07/2168/716;FASE 7;BOT_2380_INT;429,0490112;2;ESPERANZA
17-12-2022;CF2;C152;CAT 793 F;Lastre Sulfurado;ESP/F07/2168/701;FASE 7;BOT_2380_INT;214,5240021;1;ESPERANZA
17-12-2022;CF2;C152;CAT 793 F;Lastre Sulfurado;ESP/F07/2168/701;FASE 7;BOT_INT_CORTO;643,572998;3;ESPERANZA
17-12-2022;CF2;C152;CAT 793 F;Lastre Sulfurado;ESP/F07/2168/701;FASE 7;BOT_PLATAFORMA;1072,619995;5;ESPERANZA
17-12-2022;CF2;C153;CAT 793 F;Lastre Oxidado;ESP/F07/2168/7062;FASE 7;BOT_PLATAFORMA;214,5240021;1;ESPERANZA
17-12-2022;CF2;C153;CAT 793 F;Lastre Oxidado;ESP/F07/2168/716;FASE 7;BOT_2380_INT;643,572998;3;ESPERANZA
17-12-2022;CF2;C153;CAT 793 F;Lastre Sulfurado;ESP/F07/2168/701;FASE 7;BOT_2380_INT;429,0490112;2;ESPERANZA
17-12-2022;CF2;C153;CAT 793 F;Lastre Sulfurado;ESP/F07/2168/701;FASE 7;BOT_INT_CORTO;429,0490112;2;ESPERANZA
17-12-2022;CF2;C153;CAT 793 F;Lastre Sulfurado;ESP/F07/2168/701;FASE 7;BOT_PLATAFORMA;1501,670044;7;ESPERANZA
