Fecha;Carguio;Camión;Flota;Material;Origen;Zona;Destino;Tonelaje;Ciclos;Rajo
21-06-2023;CF2;C07;CAT 797 B;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;692,8079834;2;ESPERANZA
21-06-2023;CF2;C08;CAT 797 B;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;346,4039917;1;ESPERANZA
21-06-2023;CF2;C08;CAT 797 B;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;692,8079834;2;ESPERANZA
21-06-2023;CF2;C122;CAT 793 C;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;216,4360046;1;ESPERANZA
21-06-2023;CF2;C122;CAT 793 C;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;1082,182007;5;ESPERANZA
21-06-2023;CF2;C123;CAT 793 C;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;432,8720093;2;ESPERANZA
21-06-2023;CF2;C123;CAT 793 C;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;216,4360046;1;ESPERANZA
21-06-2023;CF2;C128;CAT 793 C;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;1298,618958;6;ESPERANZA
21-06-2023;CF2;C135;CAT 793 C;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;432,8729858;2;ESPERANZA
21-06-2023;CF2;C135;CAT 793 C;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;216,4360046;1;ESPERANZA
21-06-2023;CF2;C15;CAT 797 B;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;346,4039917;1;ESPERANZA
21-06-2023;CF2;C15;CAT 797 B;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;2424,825928;7;ESPERANZA
21-06-2023;CF2;C152;CAT 793 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;216,4360046;1;ESPERANZA
21-06-2023;CF2;C152;CAT 793 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;649,3089905;3;ESPERANZA
21-06-2023;CF2;C153;CAT 793 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;216,4360046;1;ESPERANZA
21-06-2023;CF2;C155;CAT 793 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;216,4360046;1;ESPERANZA
21-06-2023;CF2;C159;CAT 793 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;432,8729858;2;ESPERANZA
21-06-2023;CF2;C16;CAT 797 B;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;346,4039917;1;ESPERANZA
21-06-2023;CF2;C163;CAT 793 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;216,4360046;1;ESPERANZA
21-06-2023;CF2;C164;CAT 793 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;1515,056;7;ESPERANZA
21-06-2023;CF2;C164;CAT 793 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;1735,68396;8;ESPERANZA
21-06-2023;CF2;C164;CAT 793 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;STOCK_SPL_DIN;216,9600067;1;ESPERANZA
21-06-2023;CF2;C18;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;346,4039917;1;ESPERANZA
21-06-2023;CF2;C18;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;1385,619995;4;ESPERANZA
21-06-2023;CF2;C18;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;346,4039917;1;ESPERANZA
21-06-2023;CF2;C20;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT_CENTRAL_SUR_INF;346,4039917;1;ESPERANZA
21-06-2023;CF2;C20;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;1385,619995;4;ESPERANZA
21-06-2023;CF2;C21;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;692,8079834;2;ESPERANZA
21-06-2023;CF2;C23;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;1732,023987;5;ESPERANZA
21-06-2023;CF2;C24;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;346,4039917;1;ESPERANZA
21-06-2023;CF2;C32;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;692,8079834;2;ESPERANZA
21-06-2023;CF2;C39;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;346,4039917;1;ESPERANZA
21-06-2023;CF2;C41;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;346,4039917;1;ESPERANZA
21-06-2023;CF2;C42;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;692,8079834;2;ESPERANZA
21-06-2023;CF2;C43;CAT 797 F;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;2078,419922;6;ESPERANZA
21-06-2023;CF2;C46;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;1039,209961;3;ESPERANZA
21-06-2023;CF2;C47;CAT 797 F;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;346,4039917;1;ESPERANZA
21-06-2023;CF2;C50;KOM 930 E;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;291;1;ESPERANZA
21-06-2023;CF2;C56;KOM 930 E;Lastre Sulfurado;ESP/F10/2244/103;FASE 10;BOT-ESTE;291;1;ESPERANZA
21-06-2023;CF2;C61;KOM 930 E;Sulfuro Planta;STOCK_SPL_DIN;ESPERANZA;CHANCADO-SULFURO;291;1;ESPERANZA
21-06-2023;CF203;C129;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;216,4360046;1;TESORO
21-06-2023;CF203;C130;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;432,8729858;2;TESORO
21-06-2023;CF203;C132;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;432,8720093;2;TESORO
21-06-2023;CF203;C160;CAT 793 F;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;216,4360046;1;TESORO
21-06-2023;CF231;C121;CAT 793 C;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;432,8720093;2;TESORO
21-06-2023;CF231;C123;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;649,309021;3;TESORO
21-06-2023;CF231;C130;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;3462,985107;16;TESORO
21-06-2023;CF231;C130;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;ST-TS_18;216,4360046;1;TESORO
21-06-2023;CF231;C132;CAT 793 C;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;3030,108002;14;TESORO
21-06-2023;CF231;C132;CAT 793 C;Marginal Alta;STM-NE-02;OXIDO;CHANCADO-OXIDO;216,4360046;1;TESORO
21-06-2023;CF231;C160;CAT 793 F;Baja Ley 1;ST-TS_18;OXIDO;CHANCADO-OXIDO;2164,362;10;TESORO
21-06-2023;CF231;C160;CAT 793 F;Baja Ley 1;ST-TS_18;OXIDO;ST-TS_18;216,4360046;1;TESORO
21-06-2023;CF232;C121;CAT 793 C;Marginal;STM-02;OXIDO;CHANCADO-OXIDO;5194,475128;24;TESORO
21-06-2023;CF232;C121;CAT 793 C;Marginal;STM-02;OXIDO;STM-02;216,4360046;1;TESORO
21-06-2023;CF232;C122;CAT 793 C;Marginal;STM-02;OXIDO;CHANCADO-OXIDO;865,7449951;4;TESORO
21-06-2023;CF232;C129;CAT 793 C;Marginal;STM-02;OXIDO;CHANCADO-OXIDO;2597,238007;12;TESORO
21-06-2023;CF232;C130;CAT 793 C;Marginal;STM-02;OXIDO;CHANCADO-OXIDO;649,309021;3;TESORO
21-06-2023;CF232;C132;CAT 793 C;Marginal;STM-02;OXIDO;CHANCADO-OXIDO;649,3089905;3;TESORO
21-06-2023;CF232;C155;CAT 793 F;Marginal;STM-02;OXIDO;CHANCADO-OXIDO;1515,056;7;TESORO
21-06-2023;CF232;C155;CAT 793 F;Marginal;STM-02;OXIDO;STM-02;216,4360046;1;TESORO
21-06-2023;CF233;C122;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;216,4360046;1;ESPERANZA
21-06-2023;CF233;C122;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_MIJO;649,3089905;3;ESPERANZA
21-06-2023;CF233;C122;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;865,7450256;4;ESPERANZA
21-06-2023;CF233;C123;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;216,4360046;1;ESPERANZA
21-06-2023;CF233;C125;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;1082,18103;5;ESPERANZA
21-06-2023;CF233;C125;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_MIJO;649,309021;3;ESPERANZA
21-06-2023;CF233;C125;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;1515,060059;7;ESPERANZA
21-06-2023;CF233;C128;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;432,8720093;2;ESPERANZA
21-06-2023;CF233;C128;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_MIJO;216,4360046;1;ESPERANZA
21-06-2023;CF233;C128;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;1731,496063;8;ESPERANZA
21-06-2023;CF233;C131;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;432,8729858;2;ESPERANZA
21-06-2023;CF233;C132;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;649,309021;3;ESPERANZA
21-06-2023;CF233;C135;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;432,8729858;2;ESPERANZA
21-06-2023;CF233;C135;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_MIJO;649,3089905;3;ESPERANZA
21-06-2023;CF233;C135;CAT 793 C;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;432,8729858;2;ESPERANZA
21-06-2023;CF233;C152;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;649,3089905;3;ESPERANZA
21-06-2023;CF233;C152;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_MIJO;216,4360046;1;ESPERANZA
21-06-2023;CF233;C152;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;1298,616058;6;ESPERANZA
21-06-2023;CF233;C153;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;865,7449951;4;ESPERANZA
21-06-2023;CF233;C153;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;432,8729858;2;ESPERANZA
21-06-2023;CF233;C154;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;649,309021;3;ESPERANZA
21-06-2023;CF233;C154;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_MIJO;216,4360046;1;ESPERANZA
21-06-2023;CF233;C154;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;216,4360046;1;ESPERANZA
21-06-2023;CF233;C155;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;649,3089905;3;ESPERANZA
21-06-2023;CF233;C156;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;865,7450256;4;ESPERANZA
21-06-2023;CF233;C156;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;432,8729858;2;ESPERANZA
21-06-2023;CF233;C159;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;432,8720093;2;ESPERANZA
21-06-2023;CF233;C160;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;432,8729858;2;ESPERANZA
21-06-2023;CF233;C162;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;649,3089905;3;ESPERANZA
21-06-2023;CF233;C162;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;649,3089905;3;ESPERANZA
21-06-2023;CF233;C163;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT_CENTRAL_SUR_INF;216,4360046;1;ESPERANZA
21-06-2023;CF233;C163;CAT 793 F;Lastre Sulfurado;ESP/F10/2312/1290;FASE 10;BOT-ESTE;649,309021;3;ESPERANZA
